,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M
47,Pantharapalya - Nayandahalli (purple line),Baiyappanahalli (purple line),"Marathalli, rainbow children's hospital ",Work,Mysore ,Home,08:00:00,Metro+bus1+bus2,105,Ola/Uber car ,120,> 5 km ,10,Walk ,2,< 0.5 km ,,For egress trip only ,2,15,Metro card ,225,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,"Bus1,bus2,walk","Bus1,bus2,walk",26-35 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,2,0,0,"No, I will not use a bicycle. .",5,3,2,1,0,2,8,1,4,1,6,1
48,Mysore Road (purple line),Kengeri (purple line),"Ramalya, 25 minutes from kengeri metro",Home,"Baiyapanahalli, ramamurthi nagar",Work,10:00:00,Metro + Bus ,120,Dropped-off by friends/others ,60,> 5 km ,2,Walk ,5,< 0.5 km ,,For egress trip only ,30,10,No ,55,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Business,"25,001 – 50,000",1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,2,3,1,8,1,4,1,8,1
49,Kengeri Bus Terminal (purple line),Baiyappanahalli (purple line),Whitefield ,Work,Ramnagar,Home,10:30:00,"Bus, metro, bus metro",175,Two-Wheeler ,15,1 km to 1.5 km ,20,Walk ,1,< 0.5 km ,,For access trip only ,5,25,Metro card ,65,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"1,00,001 – 2,00,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,1,0,1,4,1,2,1,3,1
50,Pantharapalya - Nayandahalli (purple line),"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)","Bangalore child neurology & rehabilitation, hosahalli",Work,Nayandahalli,Home,11:35:00,Metro ,15,Walk ,1,< 0.5 km ,5,Walk ,1,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,1,1,1,1,1,1,1,1
51,Kengeri (purple line),Jayanagar (green line),Jayanagar 4th block ,School,"Kengeri satellite town, near bundematt arch",Home,11:30:00,Metro ,52,Two-Wheeler ,10,3 km to 3.5 km ,0,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,30,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,3,1,1,1,5,3,3,1,3,1
52,Indiranagar (purple line),Rajajinagar (green line),Rajajinagar 6th cross Rama mandir,Other,"KR puram, ayappa nagar",Home,10:00:00,Metro ,120,Auto Rickshaw ,50,> 5 km ,1,Walk ,10,1 km to 1.5 km ,,For neither access nor egress trips ,,,No ,350,Very high crowding - All seats AND most standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,46-60 yrs ,Graduate,Unemployed,"10,001 – 25,000",0.0,2,2,0,"No, I will not use a bicycle. .",5,3,8,1,1,4,8,4,1,0,5,1
53,Pattanagere (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Rt nagar, Near Rt nagar post office",Shopping,Jnanabarathi,Friend,11:10:00,Metro + Bus ,105,Auto Rickshaw ,15,2.5 km to 3 km ,9,Walk ,1,< 0.5 km ,,For neither access nor egress trips ,5,10,Metro card ,15,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,36-45 yrs ,Graduate,Business,"25,001 – 50,000",0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,5,4,4,7,3,3,7,1,1,1,5,1
54,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Vijayanagar (purple line),Vijaynagar government college ,School,Majestic ,Other,11:55:00,Metro ,10,Walk ,2,< 0.5 km ,3,Walk ,5,< 0.5 km ,,For egress trip only ,,,Metro card ,0,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,"50,001 – 1,00,000",1.0,2,0,0,"No, I will not use a bicycle. .",5,3,3,8,1,1,1,1,4,1,1,1
55,Attiguppe (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Shivaji nagar ,Work,Attiguppe ,Home,11:30:00,Metro + Bus ,60,Two-Wheeler ,5,1 km to 1.5 km ,5,Walk ,2,< 0.5 km ,,For both access and egress trips ,10,5,No ,50,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,1,3,1,4,1,3,1,3,1
56,Baiyappanahalli (purple line),Kengeri (purple line),Uttarahalli,Friend,"Chennasandhra, near T cross ",Home,10:00:00,Bus1 + Metro + Bus2 ,180,Walk ,10,0.5 to 1 km ,2,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,10,2,No ,55,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Business,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,7,1,4,1,3,3,1,0,1,1
57,Attiguppe (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Balapet, chickpet",Other,"Attiguppe, near Attiguppe metro station",Home,11:50:00,Metro ,30,Walk ,5,< 0.5 km ,5,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Mobility card ,0,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Business,,3.0,1,2,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,8,1,1,3,1,3,1,1,1,1
58,Mantri Square Sampige Road (green line),Kengeri (purple line),Kengeri ,Work,Malleshwaram ,Work,11:35:00,Metro ,60,Walk ,15,1 km to 1.5 km ,2,Walk ,20,1.5 km to 2 km ,,For both access and egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,2,2,1,2,4,2,3,1,1,1
59,Vijayanagar (purple line),Kengeri (purple line),"HK hospital, kengere",Work,"Rajajinagar, Velly college ",Home,23:35:00,Metro ,30,Two-Wheeler ,10,1 km to 1.5 km ,5,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,No ,25,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Employed,,0.0,1,1,0,"No, I will not use a bicycle. .",5,3,2,1,1,1,4,1,1,1,3,1
60,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Rajarajeshwari Nagar (purple line),"Reynold show room, RR nagar",Other,"Old airport road, near marathalli road",Work,11:00:00,Bus + Metro ,60,Walk ,5,< 0.5 km ,2,Walk ,4,< 0.5 km ,,For neither access nor egress trips ,5,1,Metro card ,0,No crowding  - 50-75% of seats occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,8,2,2,1,1,1,1,0,1,1
61,Dasarahalli (green line),Baiyappanahalli (purple line),"Kr Puram,near gopalan mall old metro road",Work,"Sapthagiri college, heserghatta road",Work,11:40:00,Metro ,50,Two-Wheeler ,10,2.5 km to 3 km ,2,Walk ,5,0.5 to 1 km ,,For access trip only ,,,No ,85,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,10th,Business,,1.0,2,2,0,Not Applicable - because neither ends of my trip is home. .,5,4,2,2,1,3,7,3,2,1,3,1
62,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Kengeri Bus Terminal (purple line),"Bairohalli, kengere ",Home,KR purum ,Home,23:50:00,Bus1 + Metro + Bus2 ,120,Walk ,10,0.5 to 1 km ,15,Walk ,5,< 0.5 km ,,For both access and egress trips ,5,5,No ,80,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,1,4,1,3,1,3,1,1,1
63,Nagasandra (green line),Baiyappanahalli (purple line),Whitefield ,Work,NAGASANDRA ,Home,11:10:00,Metro + Bus ,90,Walk ,10,< 0.5 km ,5,Walk ,10,< 0.5 km ,,For neither access nor egress trips ,15,5,No ,90,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,3,2,1,1,1,1,1,1
64,Baiyappanahalli (purple line),Indiranagar (purple line),100 feet road,Friend,Kr puram,Home,11:30:00,Bus + Metro ,45,Walk ,5,< 0.5 km ,5,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,10,8,Metro card ,20,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,7,1,2,1,1,3,3,1,1,1
65,Indiranagar (purple line),Mantri Square Sampige Road (green line),Mantri mall,Work,Indiranagar ,Work,00:30:00,Metro ,25,Walk ,5,< 0.5 km ,10,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,12th,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,2,1,3,1,1,1,1,1,1
66,Dasarahalli (green line),Mantri Square Sampige Road (green line),Trinity central hospital,Work,Arshinakunte ,Home,12:20:00,Bus + Metro ,100,Walk ,10,0.5 to 1 km ,5,Walk ,4,< 0.5 km ,,For neither access nor egress trips ,5,4,Metro card ,0,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Trade,Employed,"25,001 – 50,000",1.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,2,3,3,1,1,0,1,1
67,Dasarahalli (green line),Mahatma Gandhi Road (purple line),Chruch street,Other,"Ayyapa school ,dasarahalli",Home,00:30:00,Metro ,50,Walk ,20,0.5 to 1 km ,8,Walk ,4,< 0.5 km ,,For access trip only ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,2.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,8,1,1,1,3,1,2,0,1,1
68,Dasarahalli (green line),Kengeri (purple line),RV college ,Work,Rockline studio ,Home,12:40:00,Bus + Metro ,90,Walk ,5,< 0.5 km ,5,Walk ,15,1 km to 1.5 km ,,For neither access nor egress trips ,52,5,Metro card ,0,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,2,1,1,4,1,0,1,1
69,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Mysore Road (purple line),Nagarabavi,Home,TCS sjm towers MAJESTIC ,Work,12:45:00,Metro ,40,Walk ,10,0.5 to 1 km ,5,Dropped-off by friends/others ,8,1 km to 1.5 km ,5,For both access and egress trips ,,,Metro card ,0,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"50,001 – 1,00,000",1.0,2,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,2,1,1,3,4,3,1,1,8
70,Dasarahalli (green line),Swami Vivekananda Road (purple line),CV Raman nagar,Home,Jindal ,Work,00:40:00,Bus1 + Metro + Bus2 ,105,Auto Rickshaw ,15,2 km to 2.5 km ,10,Walk ,10,< 0.5 km ,,For neither access nor egress trips ,3,9,No ,150,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,1,2,4,3,11,1,1,0,5,1
71,Dasarahalli (green line),Krishna Rajendra Market (green line),Pradhan mantri super speciality hospital ,Work,Ravindra nagar ,Home,12:50:00,Metro ,26,Auto Rickshaw ,15,4 km to 4.5 km ,5,Walk ,5,< 0.5 km ,,For both access and egress trips ,,,Metro card ,140,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,1,1,10,1,3,0,5,1
72,Indiranagar (purple line),Kengeri Bus Terminal (purple line),KENGERI railway station ,Other,ISRI UR RAO SPACE CENTRE,Other,12:45:00,Metro ,45,Ola/Uber car ,5,2.5 km to 3 km ,2,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,100,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Trade,Employed,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",5,3,8,8,1,2,7,3,1,1,6,1
73,Dasarahalli (green line),National College (green line),Basawanagudi shri shankara cancer hospital ,Work,Suldevana halli acharya college ,Friend,12:50:00,Metro ,60,Auto Rickshaw ,15,4.5 km to 5 km ,7,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,200,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,7,1,1,6,3,3,0,5,1
74,Dasarahalli (green line),Baiyappanahalli (purple line),Avlahalli,School,Jindal,Home,13:00:00,Bus1 + Metro + Bus2 ,120,Walk ,5,< 0.5 km ,3,Walk ,4,< 0.5 km ,,For neither access nor egress trips ,2,9,No ,55,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,3,1,4,1,1,1,1,0,1,1
75,Kengeri (purple line),"Dr. B. R. Ambedkar Station, Vidhana Soudha (purple line)",Taj western hotel,Work,KENGERI ,Home,13:20:00,Metro ,40,Walk ,5,< 0.5 km ,5,Auto Rickshaw ,10,1 km to 1.5 km ,5,For egress trip only ,,,Metro card ,50,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",5,3,2,1,1,2,1,4,4,1,1,5
76,Pantharapalya - Nayandahalli (purple line),Cubbon Park (purple line),"Banaswadi, 7th main road",Home,RV college ,School,13:30:00,Metro ,45,Dropped-off by friends/others ,20,> 5 km ,7,Two-Wheeler ,25,> 5 km ,,For both access and egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,3,1,1,8,8,3,1,8,3
77,Jnanabharathi (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",MAJESTIC bus stand,Other,Basweswarnagar,Home,11:00:00,Bus + Metro ,90,Walk ,5,< 0.5 km ,15,Walk ,7,< 0.5 km ,,For neither access nor egress trips ,10,6,Metro card ,20,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,"<=10,000",0.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,8,1,2,1,1,1,1,1,1,1
78,Kengeri Bus Terminal (purple line),Halasuru (purple line),"Hulsur, near Markians khyka center ",School,"Kengeri, near metro station ",Shopping,13:30:00,Metro ,45,Walk ,3,< 0.5 km ,0,Walk ,6,0.5 to 1 km ,,For egress trip only ,,,No ,50,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Unemployed,"25,001 – 50,000",0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,5,4,3,4,1,1,1,3,4,1,1,1
79,Pattanagere (purple line),Mahatma Gandhi Road (purple line),Frazer town,Home,Pattanagare ,School,13:40:00,Metro ,45,Walk ,10,< 0.5 km ,8,Two-Wheeler ,15,2.5 km to 3 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"<=10,000",3.0,2,2,0,"No, I will not use a bicycle. .",5,3,1,3,1,1,1,7,1,1,1,3
80,Pantharapalya - Nayandahalli (purple line),Baiyappanahalli (purple line),High court quarters ,Home,"Rajarajeshwari nagar gate, global college ",School,13:00:00,Bus + Metro ,60,Walk ,10,0.5 to 1 km ,25,Walk ,10,0.5 to 1 km ,,For access trip only ,5,6,Metro card ,5,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"1,00,001 – 2,00,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,3,2,1,3,3,2,1,1,1
